Uniform Calendar k,coef(a),std err(a),z(a),P>|z|(a),95% CI Lower(a),95% CI Upper(a),coef(b),std err(b),z(b),P>|z|(b),95% CI Lower(b),95% CI Upper(b),Wald Test Result,T-Test coef,T-Test std err,T-Test t,T-Test P>|t|,T-Test 95% CI Lower,T-Test 95% CI Upper,significance(a),significance(b),significance(wald),significance(t)
63,-0.0129771155339489,0.0112931317291541,-1.149115749747919,0.2505082548590935,-0.0351112469957575,0.0091570159278596,0.4073948022853416,0.438984465963363,0.9280392220515208,0.3533872245704148,-0.452998940775399,1.2677885453460824,0.002622744091887,-0.0129771155339489,0.0112931317291541,-1.149115749747919,0.2505082548590935,-0.0351112469957575,0.0091570159278596,,,***,
64,-0.0128951049456062,0.0153734979744492,-0.8387879561982508,0.4015883103732561,-0.0430266072919262,0.0172363974007137,1.6314916471650551,0.1550500150209793,10.52235723385324,6.814696502056655e-26,1.3275992019215417,1.9353840924085688,1.9595722224854792e-10,-0.0128951049456062,0.0153734979744492,-0.8387879561982508,0.4015883103732561,-0.0430266072919262,0.0172363974007137,,***,***,
65,-0.0272277825039774,0.0116499350830054,-2.337161736093832,0.0194307759345369,-0.0500612356888977,-0.0043943293190571,0.8018364153409102,0.164583261945497,4.871919573488853,1.1051916090128766e-06,0.4792591494696143,1.124413681212206,0.0001186297620747,-0.0272277825039774,0.0116499350830054,-2.337161736093832,0.0194307759345369,-0.0500612356888977,-0.0043943293190571,**,***,***,**
66,-0.0380845374005673,0.011815579233306,-3.223247599509434,0.0012674594379271,-0.0612426471543266,-0.014926427646808,1.928886173226136,0.1098738341908412,17.555464296220244,5.402342636480034e-69,1.7135374153687617,2.1442349310835103,1.0100596487439022e-16,-0.0380845374005673,0.011815579233306,-3.223247599509434,0.0012674594379271,-0.0612426471543266,-0.014926427646808,***,***,***,***
67,-0.0084051682631718,0.0090390581347234,-0.9298721324607322,0.3524372932638751,-0.0261213966613935,0.0093110601350499,1.7224020371850297,0.0975883596219943,17.649666864539,1.0235818999790368e-69,1.531132367015578,1.9136717073544816,2.9714858185506527e-24,-0.0084051682631718,0.0090390581347234,-0.9298721324607322,0.3524372932638751,-0.0261213966613935,0.0093110601350499,,***,***,
68,-0.0210719010743912,0.0099371870574763,-2.120509652531665,0.0339630883816634,-0.0405484298146824,-0.0015953723341001,1.6026230744160026,0.0680075961450596,23.565353949544395,8.737738582748465e-123,1.4693306352965405,1.7359155135354647,8.377817104315354e-18,-0.0210719010743912,0.0099371870574763,-2.120509652531665,0.0339630883816634,-0.0405484298146824,-0.0015953723341001,**,***,***,**
69,-0.0157584880192367,0.0129345348118085,-1.2183266154148895,0.2230998797673313,-0.0411097104071609,0.0095927343686875,1.7826632940731504,0.0712452635728555,25.02149903972486,3.567688984252156e-138,1.64302514340129,1.9223014447450109,7.472759111711938e-54,-0.0157584880192367,0.0129345348118085,-1.21832661541489,0.2230998797673312,-0.0411097104071609,0.0095927343686875,,***,***,
70,-0.0145848288184592,0.0106269689830078,-1.3724354368380896,0.1699279247999872,-0.0354133052899789,0.0062436476530604,1.7237959222565733,0.1539479819879921,11.197262218033025,4.205291963811608e-29,1.4220634220674877,2.025528422445659,8.29018916569918e-08,-0.0145848288184592,0.0106269689830078,-1.3724354368380896,0.1699279247999872,-0.0354133052899789,0.0062436476530604,,***,***,
71,-0.0267794738019181,0.0127936564980064,-2.093183743528765,0.0363327553518488,-0.0518545797685875,-0.0017043678352487,1.880768114538926,0.1316740413032803,14.28351477575612,2.772575967559838e-46,1.6226917358856572,2.1388444931921957,1.8366527619357926e-16,-0.0267794738019181,0.0127936564980064,-2.093183743528764,0.0363327553518488,-0.0518545797685875,-0.0017043678352487,**,***,***,**
72,-0.0204185963440637,0.0108566849588777,-1.8807395094731016,0.0600073623338037,-0.0416973078549617,0.0008601151668343,0.8474687158329748,0.1730841944692463,4.896280208783323,9.766777324411066e-07,0.508229928380125,1.1867075032858243,0.0088453218629793,-0.0204185963440637,0.0108566849588777,-1.8807395094731016,0.0600073623338037,-0.0416973078549617,0.0008601151668343,*,***,***,*
73,-0.0286889271357492,0.0076210456949645,-3.7644344731727375,0.0001669264325135,-0.0436259022224138,-0.0137519520490846,1.829031062554511,0.2237880975704187,8.17304889049774,3.0069205789146373e-16,1.3904144511477543,2.2676476739612674,5.429590324423299e-05,-0.0286889271357492,0.0076210456949645,-3.7644344731727375,0.0001669264325135,-0.0436259022224138,-0.0137519520490846,***,***,***,***
74,-0.0336753890475585,0.0093607110155437,-3.5975246956817237,0.0003212600014945,-0.0520220455077116,-0.0153287325874054,1.7217565047480743,0.0702723444413776,24.50119628760061,1.4344052272544394e-132,1.5840252405337805,1.859487768962368,3.427570694032827e-28,-0.0336753890475585,0.0093607110155437,-3.597524695681723,0.0003212600014945,-0.0520220455077116,-0.0153287325874054,***,***,***,***
75,-0.0218947395496203,0.0135468521216497,-1.6162234113879097,0.1060460188256011,-0.0484460818119439,0.0046566027127032,2.078995601587024,0.1809780338314404,11.487557675222403,1.5235861978926987e-30,1.724285173284529,2.4337060298895183,2.780157405740846e-09,-0.0218947395496203,0.0135468521216497,-1.6162234113879097,0.1060460188256011,-0.0484460818119439,0.0046566027127032,,***,***,
76,-0.0123846322653549,0.013037820571463,-0.9499004988964358,0.3421628133194725,-0.0379382910223179,0.013169026491608,1.7619646318482696,0.0623419511172969,28.262904838077944,9.879796485123639e-176,1.6397766529324111,1.884152610764128,2.20961782303134e-36,-0.0123846322653549,0.013037820571463,-0.9499004988964358,0.3421628133194725,-0.0379382910223179,0.013169026491608,,***,***,
77,-0.0221999535281763,0.0131595095631196,-1.6869894293320142,0.0916053845583304,-0.0479921183261011,0.0035922112697485,1.5012910019930743,0.1431606052342647,10.4867606527396,9.937721695985004e-26,1.2207013717289592,1.7818806322571898,6.941464608670823e-06,-0.0221999535281763,0.0131595095631196,-1.6869894293320145,0.0916053845583303,-0.0479921183261011,0.0035922112697485,*,***,***,*
78,-0.041332621926029,0.0160047430919946,-2.582523298777791,0.0098080739439655,-0.0727013419681546,-0.0099639018839033,2.1790534102844665,0.1837056492861361,11.86165705165886,1.8723254432425343e-32,1.8189969539270932,2.5391098666418395,9.431381531168607e-18,-0.041332621926029,0.0160047430919946,-2.58252329877779,0.0098080739439655,-0.0727013419681546,-0.0099639018839033,***,***,***,***
79,-0.0130415725519425,0.0144354673315606,-0.9034395806105568,0.3662926412213746,-0.041334568621806,0.0152514235179208,0.8147419535805551,0.1488258181487748,5.474466485150392,4.3883168036234704e-08,0.5230487100392488,1.1064351971218611,0.165409636275701,-0.0130415725519425,0.0144354673315606,-0.9034395806105566,0.3662926412213746,-0.041334568621806,0.0152514235179208,,***,,
80,-0.0429631350278777,0.0109634957415628,-3.918744170712223,8.901152919793981e-05,-0.0644511918259992,-0.0214750782297562,2.0244015939497397,0.1850368900643318,10.940529714079798,7.376763354164456e-28,1.6617359536123515,2.387067234287127,1.0738380674039452e-08,-0.0429631350278777,0.0109634957415628,-3.918744170712223,8.901152919793981e-05,-0.0644511918259992,-0.0214750782297562,***,***,***,***
81,-0.0489282658945486,0.0111618018619082,-4.383545461555409,1.1676326850247529e-05,-0.0708049955464608,-0.0270515362426363,2.842358408272763,0.0929342701045043,30.584610016052626,1.9609021620955838e-205,2.660210585938417,3.024506230607109,4.0083289486327884e-150,-0.0489282658945486,0.0111618018619082,-4.383545461555409,1.1676326850247529e-05,-0.0708049955464608,-0.0270515362426363,***,***,***,***
82,-0.0111029262725042,0.0133267215395445,-0.8331326080130329,0.4047699450953751,-0.0372228205220057,0.0150169679769973,1.8925448227542456,0.1158862453765464,16.33105651671469,5.934763494815187e-60,1.6654119555126434,2.119677689995848,4.22621021268529e-14,-0.0111029262725042,0.0133267215395445,-0.8331326080130329,0.4047699450953751,-0.0372228205220057,0.0150169679769973,,***,***,
83,-0.0109954686352354,0.0154106808268962,-0.7134966169726308,0.4755385057938617,-0.041199848033194,0.0192089107627231,2.1270185218864155,0.076298584183585,27.87756214150073,4.992412730951289e-171,1.977476044815192,2.27656099895764,4.749837543467859e-54,-0.0109954686352354,0.0154106808268962,-0.7134966169726308,0.4755385057938617,-0.041199848033194,0.0192089107627231,,***,***,
84,-0.0337451799408381,0.0169510773358928,-1.9907395425177348,0.0465095290447886,-0.0669686810183413,-0.0005216788633349,1.727036037078718,0.0571206892626644,30.234859897034777,8.251123244545291e-201,1.615081543351792,1.838990530805644,2.7968035889215357e-36,-0.0337451799408381,0.0169510773358928,-1.9907395425177348,0.0465095290447886,-0.0669686810183413,-0.0005216788633349,**,***,***,**
85,-0.0301856031884612,0.0162574925390172,-1.8567194858627207,0.0633510737344955,-0.0620497030438637,0.0016784966669413,1.866653670046612,0.1119715855801177,16.670780005262916,2.1378646815121367e-62,1.6471933950177369,2.086113945075487,4.625490161688234e-14,-0.0301856031884612,0.0162574925390172,-1.8567194858627207,0.0633510737344955,-0.0620497030438637,0.0016784966669413,*,***,***,*
86,-0.0057328918585619,0.0187125341015163,-0.3063664080696272,0.7593256819223517,-0.0424087847570115,0.0309430010398876,1.6455407996514029,0.1996056352110316,8.24395963526614,1.6660337970584266e-16,1.2543209435265406,2.0367606557762645,9.12376191723527e-17,-0.0057328918585619,0.0187125341015163,-0.3063664080696272,0.7593256819223517,-0.0424087847570115,0.0309430010398876,,***,***,
87,-0.0399587613925634,0.007455910139459,-5.359340529211696,8.352628557402052e-08,-0.0545720767378702,-0.0253454460472566,1.699425453333797,0.0503793014512228,33.73261248926167,1.9231839709067528e-249,1.6006838369231138,1.79816706974448,4.5276529605246044e-86,-0.0399587613925634,0.007455910139459,-5.359340529211696,8.352628557402052e-08,-0.0545720767378702,-0.0253454460472566,***,***,***,***
88,-0.0585209715512969,0.010306608204538,-5.678004867355865,1.3627483817710488e-08,-0.0787215524349566,-0.0383203906676373,2.192632656487408,0.073655161951091,29.768893291462344,9.876997993015885e-195,2.0482711917878045,2.336994121187012,2.622705808386151e-95,-0.0585209715512969,0.010306608204538,-5.678004867355865,1.3627483817710488e-08,-0.0787215524349566,-0.0383203906676373,***,***,***,***
89,-0.030133636956305,0.0100476516614573,-2.999072616330567,0.0027080275550834,-0.0498266723419654,-0.0104406015706446,2.1516269035312514,0.0711507809678363,30.240383510391705,6.980678614023128e-201,2.012173935362394,2.291079871700109,1.581791077990954e-60,-0.030133636956305,0.0100476516614573,-2.999072616330567,0.0027080275550834,-0.0498266723419654,-0.0104406015706446,***,***,***,***
90,-0.0254868590559461,0.0144402321591156,-1.7649895635408548,0.0775655197338567,-0.0537891940162098,0.0028154759043175,1.916979597345691,0.0661256248639411,28.98996570981421,8.804463405598661e-185,1.7873757541571598,2.0465834405342216,8.495023740653878e-43,-0.0254868590559461,0.0144402321591156,-1.764989563540855,0.0775655197338567,-0.0537891940162098,0.0028154759043175,*,***,***,*
91,-0.0293911464296153,0.0145418765147828,-2.021138496103796,0.0432654302896177,-0.0578927006662185,-0.000889592193012,1.6096164194745677,0.0420628374951173,38.266948102619374,0.0,1.5271747728965763,1.6920580660525584,1.317709010853141e-124,-0.0293911464296153,0.0145418765147828,-2.0211384961037964,0.0432654302896176,-0.0578927006662185,-0.000889592193012,**,***,***,**
92,-0.01463738590853,0.0180997352969289,-0.8087071809836712,0.4186835966667286,-0.0501122152202191,0.020837443403159,1.347309328044834,0.1541357437175318,8.741057041992185,2.3093937140118175e-18,1.045208821628176,1.6494098344614925,0.0467861295452827,-0.01463738590853,0.0180997352969289,-0.8087071809836712,0.4186835966667286,-0.0501122152202191,0.020837443403159,,***,**,
93,-0.0251735493053936,0.0109444955505512,-2.3001105157492288,0.0214419596714493,-0.0466243664134329,-0.0037227321973542,0.9772967894818988,0.1243285576567925,7.860597821618063,3.823044250882439e-15,0.7336172942247741,1.2209762847390238,0.0058103247895775,-0.0251735493053936,0.0109444955505512,-2.3001105157492288,0.0214419596714493,-0.0466243664134329,-0.0037227321973542,**,***,***,**
94,-0.0182089277345611,0.0141258003496596,-1.2890545869140702,0.1973791099691592,-0.0458949876726973,0.009477132203575,1.676907327580066,0.0556102783939938,30.154629252156013,9.327428763806697e-200,1.567913184757592,1.7859014704025398,1.4980600304506472e-34,-0.0182089277345611,0.0141258003496596,-1.2890545869140702,0.1973791099691592,-0.0458949876726973,0.009477132203575,,***,***,
95,-0.0219605016206065,0.0190509472725153,-1.152724917373991,0.2490233106711032,-0.0592996721461083,0.0153786689048951,1.6659606112079253,0.1076771273893489,15.47181515331469,5.37692610226921e-54,1.4549173195660698,1.8770039028497807,8.03408466929518e-12,-0.0219605016206065,0.0190509472725153,-1.152724917373991,0.2490233106711032,-0.0592996721461083,0.0153786689048951,,***,***,
96,-0.0305105894713281,0.013850344129613,-2.2028759131041524,0.0276034957480004,-0.0576567651388554,-0.0033644138038007,1.6859619370394183,0.0809939273049018,20.815905502305256,3.106213806696701e-96,1.5272167565553556,1.8447071175234813,1.3338909457407531e-25,-0.0305105894713281,0.013850344129613,-2.202875913104152,0.0276034957480005,-0.0576567651388554,-0.0033644138038007,**,***,***,**
97,-0.0130447273372611,0.012103900646833,-1.0777292145630997,0.2811546169197806,-0.0367679366775049,0.0106784820029826,1.272693939835377,0.0663655718500139,19.177020620144173,5.758705348743912e-82,1.1426198091959443,1.4027680704748096,3.9644896691130176e-08,-0.0130447273372611,0.012103900646833,-1.0777292145630997,0.2811546169197806,-0.0367679366775049,0.0106784820029826,,***,***,
98,-0.0249761051795496,0.0178124118486844,-1.402174247469708,0.1608632197882802,-0.0598877908807658,0.0099355805216664,1.7908640894929178,0.120440445980131,14.86929141551299,5.216249727613235e-50,1.554805153089919,2.026923025895917,2.0226609070456612e-26,-0.0249761051795496,0.0178124118486844,-1.402174247469708,0.1608632197882802,-0.0598877908807658,0.0099355805216664,,***,***,
99,-0.0322902854464773,0.0160002719631273,-2.0181085372105145,0.0435799587551337,-0.0636502422370529,-0.0009303286559017,1.623855043316172,0.169296357979014,9.591789585440848,8.657022531950699e-22,1.2920402789635044,1.95566980766884,9.779314285700418e-07,-0.0322902854464773,0.0160002719631273,-2.0181085372105145,0.0435799587551337,-0.0636502422370529,-0.0009303286559017,**,***,***,**
100,-0.0147577901834689,0.0148137548600517,-0.9962221140344588,0.3191422369715396,-0.0437922161849756,0.0142766358180376,2.4662782461612545,0.1673378753912578,14.7383145650366,3.6580042305879805e-49,2.1383020371449377,2.794254455177571,1.0602067678523616e-59,-0.0147577901834689,0.0148137548600517,-0.9962221140344588,0.3191422369715396,-0.0437922161849756,0.0142766358180376,,***,***,
101,-0.0141185724377732,0.0150557376466903,-0.9377536171983516,0.348371042534915,-0.0436272759859702,0.0153901311104236,1.7805965230601806,0.0895654789727609,19.88038855463168,6.016611205598653e-88,1.6050514100154896,1.956141636104872,1.4354908060649858e-18,-0.0141185724377732,0.0150557376466903,-0.9377536171983516,0.348371042534915,-0.0436272759859702,0.0153901311104236,,***,***,
102,-0.0406182930930071,0.0142981309734664,-2.840811373765137,0.0044998919766922,-0.0686421148472381,-0.0125944713387762,1.9085657471043604,0.2773131333000756,6.882348933107092,5.887358603000087e-12,1.365041993396257,2.452089500812464,0.0044555189469715,-0.0406182930930071,0.0142981309734664,-2.840811373765137,0.0044998919766922,-0.0686421148472381,-0.0125944713387762,***,***,***,***
103,-0.0103989223769909,0.0112296262797535,-0.9260256858004025,0.3544326318424184,-0.0324085854451524,0.0116107406911704,1.4839321537861925,0.0750036632916758,19.784795684118052,4.025259137074187e-87,1.336927675025939,1.630936632546446,2.46436563189516e-15,-0.0103989223769909,0.0112296262797535,-0.9260256858004025,0.3544326318424184,-0.0324085854451524,0.0116107406911704,,***,***,
104,-0.0181802723286234,0.015689571702401,-1.158748796555179,0.2465585942770809,-0.0489312677981882,0.0125707231409414,1.852739320999764,0.1155686713487695,16.0315014387287,7.699962446759972e-58,1.6262288874150297,2.0792497545844983,1.8141658731955427e-14,-0.0181802723286234,0.015689571702401,-1.158748796555179,0.2465585942770809,-0.0489312677981882,0.0125707231409414,,***,***,
105,-0.0257559087676496,0.017439633684219,-1.4768606516635654,0.1397129944101033,-0.0599369626922906,0.0084251451569913,1.8293583972906495,0.1757516128497728,10.408771604584532,2.2612049350376077e-25,1.484891565880268,2.173825228701032,1.8627793112058163e-06,-0.0257559087676496,0.017439633684219,-1.4768606516635654,0.1397129944101033,-0.0599369626922906,0.0084251451569913,,***,***,
106,-0.0370259826205881,0.0173957371927077,-2.128451482706309,0.0332996685182938,-0.0711210010028193,-0.002930964238357,2.082735210087432,0.13442855424846,15.493250089099211,3.853094608418991e-54,1.8192600852666612,2.346210334908202,7.902878804967961e-15,-0.0370259826205881,0.0173957371927077,-2.128451482706309,0.0332996685182938,-0.0711210010028193,-0.002930964238357,**,***,***,**
107,-0.0156230125246003,0.0180627132136683,-0.8649316600331213,0.3870762992709071,-0.051025279886466,0.0197792548372653,1.789846202805995,0.1578297325182742,11.340361377085642,8.280182683783519e-30,1.4805056113805872,2.099186794231403,3.553269139202512e-06,-0.0156230125246003,0.0180627132136683,-0.8649316600331213,0.3870762992709071,-0.051025279886466,0.0197792548372653,,***,***,
108,-0.0237286206956635,0.0129643326498081,-1.830300204153954,0.0672050608833465,-0.0491382457728841,0.001681004381557,1.3718099193008904,0.043815658086762,31.308668617608927,3.5563180305347116e-215,1.2859328074919156,1.457687031109865,8.665329297280181e-17,-0.0237286206956635,0.0129643326498081,-1.830300204153954,0.0672050608833465,-0.0491382457728841,0.001681004381557,*,***,***,*
109,-0.041295378861688,0.0112806327563374,-3.660732492021623,0.0002514952303394,-0.0634050127869323,-0.0191857449364438,2.1077330204246394,0.0925946649787239,22.76300714419071,1.0667372582758932e-114,1.926250811905788,2.289215228943491,1.3994427002370216e-38,-0.041295378861688,0.0112806327563374,-3.6607324920216233,0.0002514952303394,-0.0634050127869323,-0.0191857449364438,***,***,***,***
110,-0.0353317583872803,0.0121988286418891,-2.896323854075281,0.003775625372372,-0.0592410231789587,-0.0114224935956019,1.81549743681748,0.0841027959589536,21.586647817315523,2.397871954183672e-103,1.65065898573881,1.98033588789615,8.235029440937383e-22,-0.0353317583872803,0.0121988286418891,-2.8963238540752814,0.003775625372372,-0.0592410231789587,-0.0114224935956019,***,***,***,***
111,-0.0032363866453234,0.0183706078141906,-0.1761719959436188,0.8601588206729269,-0.0392421163352472,0.0327693430446004,1.846399280201739,0.0701505934081892,26.3205083591808,1.117144536636634e-152,1.708906643627575,1.983891916775903,9.00314505252712e-33,-0.0032363866453234,0.0183706078141906,-0.1761719959436188,0.8601588206729269,-0.0392421163352472,0.0327693430446004,,***,***,
112,-0.0268311330114025,0.0197066769975821,-1.3615249803249188,0.173347844779052,-0.0654555101816275,0.0117932441588223,1.8910392892035464,0.1489483343632928,12.695941161659462,6.2276756538130034e-37,1.5991059182942626,2.18297266011283,1.6057320821691603e-08,-0.0268311330114025,0.0197066769975821,-1.3615249803249183,0.1733478447790519,-0.0654555101816275,0.0117932441588223,,***,***,
113,-0.015209307012047,0.0180468225597091,-0.842769244376734,0.3993575119554168,-0.0505804292644618,0.0201618152403677,1.6046195502851608,0.0700269683609831,22.914308413488374,3.345637716962194e-116,1.467369214351108,1.7418698862192137,1.8900711159431972e-191,-0.015209307012047,0.0180468225597091,-0.842769244376734,0.3993575119554168,-0.0505804292644618,0.0201618152403677,,***,***,
114,-0.0268359041734152,0.0170680962722347,-1.5722845562495522,0.1158845730465444,-0.0602887581516577,0.0066169498048272,1.7655859497322683,0.0460653272701986,38.32787161971368,0.0,1.6752995673466282,1.8558723321179085,4.191110279338383e-245,-0.0268359041734152,0.0170680962722347,-1.5722845562495522,0.1158845730465444,-0.0602887581516577,0.0066169498048272,,***,***,
115,-0.0418696246965185,0.016000579761095,-2.6167567251733868,0.0088769582718143,-0.0732301847600253,-0.0105090646330118,1.8187959643620943,0.0404621280686219,44.950576036868334,0.0,1.7394916506097482,1.8981002781144405,4.142750463851259e-123,-0.0418696246965185,0.016000579761095,-2.6167567251733868,0.0088769582718143,-0.0732301847600253,-0.0105090646330118,***,***,***,***
116,-0.0568235949759133,0.0138245408157689,-4.110342305988035,3.950730113517061e-05,-0.0839191970776243,-0.0297279928742022,1.7391161407139657,0.0797545223281662,21.8058624131434,2.041234241148957e-105,1.5828001493465642,1.8954321320813672,2.706574754704212e-37,-0.0568235949759133,0.0138245408157689,-4.110342305988035,3.950730113517061e-05,-0.0839191970776243,-0.0297279928742022,***,***,***,***
117,-0.0366648035129179,0.0110361871498538,-3.3222346644786103,0.000892995575632,-0.0582953328532753,-0.0150342741725606,1.5021261892355222,0.0601182236850339,24.986203802449808,8.635158127056304e-138,1.3842966359983329,1.6199557424727116,1.5671199748904854e-16,-0.0366648035129179,0.0110361871498538,-3.3222346644786103,0.000892995575632,-0.0582953328532753,-0.0150342741725606,***,***,***,***
118,-0.0211929730074283,0.0164383349757595,-1.2892408530839758,0.1973143663986754,-0.0534115175257221,0.0110255715108654,1.8257615934094884,0.1075439812424723,16.976883060457507,1.21784479115622e-64,1.6149792634201914,2.036543923398785,3.6886905753992334e-27,-0.0211929730074283,0.0164383349757595,-1.2892408530839758,0.1973143663986754,-0.0534115175257221,0.0110255715108654,,***,***,
119,-0.0329278497610145,0.0210947095572688,-1.5609529807282074,0.1185348452897324,-0.0742727207575943,0.0084170212355651,1.7680688451175637,0.0852812298369264,20.73221561765044,1.7743041581033162e-95,1.6009207060799049,1.935216984155222,1.8392573962959269e-19,-0.0329278497610145,0.0210947095572688,-1.5609529807282074,0.1185348452897324,-0.0742727207575943,0.0084170212355651,,***,***,
120,-0.0441378995076583,0.0124872904480585,-3.534625841470736,0.0004083529379933,-0.068612539050344,-0.0196632599649725,1.934502069285371,0.0410280023112492,47.1507741130004,0.0,1.8540886623976964,2.0149154761730457,0.0,-0.0441378995076583,0.0124872904480585,-3.5346258414707354,0.0004083529379933,-0.068612539050344,-0.0196632599649725,***,***,***,***
121,0.0166638110425532,0.0068656929993984,2.4271127538055293,0.0152195249612467,0.0032073000348235,0.0301203220502829,-0.1894246304645854,0.1706425878720465,-1.110066559741946,0.2669703458657143,-0.5238779569225082,0.1450286959933372,7.60108067007262e-18,0.0166638110425532,0.0068656929993984,2.4271127538055293,0.0152195249612467,0.0032073000348235,0.0301203220502829,**,,***,**
122,0.0365422709076982,0.0053645338997907,6.811825890246283,9.63676974456246e-12,0.0260279776702642,0.0470565641451322,0.8841379763051482,0.2044059033221903,4.325403336867161,1.5225302279637638e-05,0.483509767566279,1.2847661850440173,3.409713809846453e-13,0.0365422709076982,0.0053645338997907,6.811825890246283,9.63676974456246e-12,0.0260279776702642,0.0470565641451322,***,***,***,***
123,-0.0542458343022556,0.0087964603269075,-6.166779850790961,6.969468183785618e-10,-0.0714865797344298,-0.0370050888700813,2.2567527371231653,0.1797514574902784,12.554850840334456,3.738851502349749e-36,1.904446354273637,2.6090591199726934,2.9164344660972038e-12,-0.0542458343022556,0.0087964603269075,-6.166779850790961,6.969468183785618e-10,-0.0714865797344298,-0.0370050888700813,***,***,***,***
124,-0.0111878723719392,0.0143444758046817,-0.7799429218799186,0.4354244726750002,-0.0393025283262216,0.0169267835823431,-0.2526252724887805,0.2381755567401308,-1.0606683403889994,0.2888406527419621,-0.7194407856972131,0.214190240719652,1.97764214474146e-08,-0.0111878723719392,0.0143444758046817,-0.7799429218799186,0.4354244726750002,-0.0393025283262216,0.0169267835823431,,,***,
